product_code,quantity_sold,sale_value,date
SKU01765,45,401.48,2024-06-02
SKU01766,96,243.71,2024-08-18
SKU01767,62,149.93,2024-04-11
SKU01768,93,319.41,2024-06-25
SKU01769,58,144.79,2024-08-19
SKU01770,67,118.77,2024-01-12
SKU01771,56,365.53,2024-07-04
SKU01772,40,21.12,2024-09-22
SKU01773,98,48.29,2024-05-14
SKU01774,40,4.39,2024-01-31
SKU01775,91,77.32,2025-03-31
SKU01776,77,35.43,2024-09-15
SKU01777,33,497.91,2024-04-13
SKU01778,6,145.12,2025-03-06
SKU01779,88,75.48,2025-01-16
SKU01780,19,121.26,2025-04-13
SKU01781,80,468.13,2025-05-27
SKU01782,40,260.56,2024-07-25
SKU01783,92,183.04,2025-10-08
SKU01784,97,436.82,2025-03-22
SKU01785,59,198.1,2024-03-29
SKU01786,59,168.17,2024-07-13
SKU01787,48,104.43,2025-02-17
SKU01788,41,189.52,2024-05-01
SKU01789,13,159.03,2025-04-06
SKU01790,45,338.97,2024-04-25
SKU01791,89,145.5,2024-07-14
SKU01792,53,289.02,2024-02-05
SKU01793,42,33.88,2024-03-07
SKU01794,100,96.45,2025-10-06
SKU01795,63,204.3,2024-10-07
SKU01796,27,468.54,2025-04-23
SKU01797,38,189.25,2024-01-11
SKU01798,60,332.37,2024-11-17
SKU01799,7,128.29,2025-10-29
SKU01800,5,64.39,2024-08-27
SKU01801,45,30.21,2024-02-29
SKU01802,58,153.4,2025-10-11
SKU01803,31,79.67,2025-07-15
SKU01804,23,87.83,2025-11-09
SKU01805,42,380.62,2024-06-13
SKU01806,10,8.9,2024-07-07
SKU01807,32,279.35,2025-05-01
SKU01808,53,190.35,2024-04-01
SKU01809,30,253.77,2024-10-15
SKU01810,39,281.85,2025-05-23
SKU01811,31,157.37,2024-03-15
SKU01812,82,148.26,2025-07-10
SKU01813,100,366.97,2025-03-03
SKU01814,2,435.77,2025-01-19
SKU01815,78,97.1,2024-02-22
SKU01816,77,49.71,2024-06-23
SKU01817,93,449.0,2025-11-03
SKU01818,12,175.6,2025-08-01
SKU01819,39,276.11,2025-04-18
SKU01820,66,180.41,2024-12-26
SKU01821,96,63.78,2024-09-26
SKU01822,13,295.08,2025-02-10
SKU01823,46,263.05,2024-05-03
SKU01824,27,102.29,2025-01-10
SKU01825,17,226.48,2025-01-26
SKU01826,95,398.68,2024-06-30
SKU01827,98,295.62,2024-02-05
SKU01828,60,49.36,2024-07-30
SKU01829,64,274.46,2024-05-13
SKU01830,88,351.67,2025-11-08
SKU01831,35,396.56,2025-05-05
SKU01832,70,314.93,2025-03-13
SKU01833,83,77.18,2024-02-15
SKU01834,30,355.38,2025-10-29
SKU01835,71,338.99,2025-02-04
SKU01836,74,13.19,2025-05-02
SKU01837,96,206.46,2025-03-07
SKU01838,98,167.14,2025-03-03
SKU01839,63,335.04,2025-07-25
SKU01840,28,108.85,2025-05-31
SKU01841,60,295.85,2025-04-06
SKU01842,79,456.69,2024-06-29
SKU01843,94,399.1,2024-05-24
SKU01844,37,460.81,2024-09-21
SKU01845,93,489.27,2025-02-09
SKU01846,22,6.32,2025-04-28
SKU01847,68,311.75,2025-04-26
SKU01848,20,207.01,2024-08-24
SKU01849,96,430.07,2025-06-08
SKU01850,100,126.66,2024-12-04
SKU01851,68,490.53,2024-09-24
SKU01852,91,307.24,2024-09-22
SKU01853,64,396.98,2025-06-11
SKU01854,17,43.71,2024-04-01
SKU01855,12,92.55,2024-09-04
SKU01856,22,379.44,2024-01-19
SKU01857,17,11.97,2025-01-24
SKU01858,10,408.62,2025-01-22
SKU01859,65,7.96,2025-09-06
SKU01860,22,328.9,2024-04-04
SKU01861,90,183.18,2025-03-05
SKU01862,82,306.14,2024-02-06
SKU01863,50,348.32,2025-01-27
SKU01864,14,171.9,2025-07-26
SKU01865,64,54.87,2024-10-17
SKU01866,47,35.75,2024-10-29
SKU01867,29,294.88,2025-02-04
SKU01868,76,260.81,2024-12-09
SKU01869,36,371.36,2025-06-01
SKU01870,99,255.36,2025-01-11
SKU01871,52,211.8,2024-06-13
SKU01872,76,199.65,2024-01-13
SKU01873,7,14.2,2024-01-25
SKU01874,29,168.44,2024-05-02
SKU01875,11,488.03,2024-05-08
SKU01876,33,436.9,2025-09-25
SKU01877,6,165.36,2025-06-30
SKU01878,79,294.31,2025-08-17
SKU01879,32,423.8,2024-11-04
SKU01880,51,221.2,2025-03-11
SKU01881,75,9.96,2024-06-30
SKU01882,58,38.18,2025-08-10
SKU01883,87,255.69,2025-09-07
SKU01884,26,484.75,2024-02-12
SKU01885,98,346.91,2025-02-07
SKU01886,46,36.39,2025-08-27
SKU01887,98,95.49,2025-10-17
SKU01888,29,385.89,2025-08-12
SKU01889,4,420.88,2024-09-19
SKU01890,81,309.23,2024-03-10
SKU01891,99,322.57,2025-10-22
SKU01892,13,15.14,2024-10-18
SKU01893,39,414.44,2024-08-01
SKU01894,15,394.35,2024-05-26
SKU01895,29,130.26,2024-01-25
SKU01896,29,354.63,2024-11-18
SKU01897,75,108.21,2024-04-18
SKU01898,32,21.12,2024-09-07
SKU01899,2,101.37,2025-04-26
SKU01900,47,90.14,2025-11-12
SKU01901,78,169.54,2024-06-23
SKU01902,84,209.81,2024-12-12
SKU01903,22,254.76,2024-06-18
SKU01904,75,238.9,2024-01-02
SKU01905,27,136.07,2025-10-07
SKU01906,67,15.56,2025-09-30
SKU01907,81,302.95,2025-07-11
SKU01908,56,198.48,2024-12-27
SKU01909,92,150.04,2024-10-22
SKU01910,93,433.6,2025-07-23
SKU01911,21,373.62,2025-08-12
SKU01912,47,429.03,2024-07-20
SKU01913,80,248.0,2024-10-15
SKU01914,59,66.33,2024-03-02
SKU01915,84,348.41,2025-05-16
SKU01916,6,103.83,2024-05-05
SKU01917,19,221.17,2024-02-18
SKU01918,57,33.44,2025-08-22
SKU01919,69,412.83,2024-06-27
SKU01920,3,63.84,2025-08-03
SKU01921,1,451.65,2025-05-07
SKU01922,58,432.25,2025-03-08
SKU01923,38,232.83,2025-07-25
SKU01924,15,372.44,2024-10-28
SKU01925,34,310.1,2024-06-17
SKU01926,61,401.73,2024-09-25
SKU01927,35,216.47,2024-12-29
SKU01928,64,393.12,2025-09-15
SKU01929,25,231.77,2024-04-09
SKU01930,24,470.54,2024-08-02
SKU01931,12,243.7,2025-09-16
SKU01932,18,231.85,2024-04-06
SKU01933,15,392.75,2025-09-21
SKU01934,80,410.97,2025-07-01
SKU01935,27,277.69,2024-12-02
SKU01936,72,90.72,2024-12-24
SKU01937,60,234.41,2024-10-16
SKU01938,46,484.07,2025-01-30
SKU01939,89,376.74,2024-12-25
SKU01940,17,405.77,2024-12-12
SKU01941,93,17.38,2024-05-03
SKU01942,53,234.46,2025-07-05
SKU01943,8,323.66,2025-10-14
SKU01944,79,415.19,2025-06-21
SKU01945,27,25.59,2025-10-15
SKU01946,46,426.37,2025-02-25
SKU01947,50,274.65,2024-12-01
SKU01948,71,99.46,2025-05-17
SKU01949,3,159.31,2024-02-26
SKU01950,93,141.68,2025-10-23
SKU01951,64,265.9,2024-03-16
SKU01952,44,26.79,2025-04-10
SKU01953,53,80.11,2024-10-11
SKU01954,24,406.53,2025-01-20
SKU01955,60,67.17,2024-09-15
SKU01956,3,117.46,2025-04-21
SKU01957,20,227.23,2024-01-11
SKU01958,46,259.04,2025-11-02
SKU01959,15,382.04,2024-09-16
SKU01960,25,224.22,2025-01-27
SKU01961,94,395.14,2025-08-22
SKU01962,78,309.55,2025-01-03
SKU01963,71,57.44,2024-07-02
SKU01964,17,79.01,2024-01-16
SKU01965,84,219.08,2025-05-20
SKU01966,100,199.05,2024-03-26
SKU01967,9,372.03,2024-01-10
SKU01968,38,290.79,2025-04-21
SKU01969,48,194.68,2024-06-12
SKU01970,60,86.21,2024-01-24
SKU01971,63,114.19,2025-07-29
SKU01972,86,288.18,2024-11-07
SKU01973,2,212.3,2024-08-25
SKU01974,88,257.95,2025-04-06
SKU01975,72,86.17,2025-04-06
SKU01976,11,331.79,2024-08-25
SKU01977,64,426.42,2024-01-22
SKU01978,77,129.71,2024-06-28
SKU01979,81,246.27,2025-07-12
SKU01980,72,487.79,2025-05-13
SKU01981,21,167.29,2025-04-19
SKU01982,18,297.93,2024-12-04
SKU01983,94,46.01,2025-06-14
SKU01984,64,303.4,2024-06-10
SKU01985,82,45.73,2024-03-01
SKU01986,95,479.66,2024-03-25
SKU01987,38,358.12,2025-06-30
SKU01988,32,394.29,2025-05-04
SKU01989,11,352.35,2024-01-05
SKU01990,45,295.27,2024-03-16
SKU01991,89,225.51,2024-09-09
SKU01992,33,429.33,2024-01-07
SKU01993,41,478.46,2025-11-11
SKU01994,8,250.02,2025-10-03
SKU01995,11,465.84,2025-04-17
SKU01996,86,292.08,2024-05-17
SKU01997,51,269.65,2024-12-23
SKU01998,88,227.79,2025-08-25
SKU01999,41,105.43,2024-06-11
SKU02000,17,2.86,2024-11-13
SKU02001,76,121.51,2025-04-02
SKU02002,46,255.35,2024-09-09
SKU02003,32,190.6,2024-07-19
SKU02004,79,224.79,2025-06-15
SKU02005,80,490.34,2025-11-05
SKU02006,54,175.79,2024-06-13
SKU02007,86,226.64,2024-08-19
SKU02008,92,67.62,2024-11-23
SKU02009,20,24.93,2024-08-25
SKU02010,33,387.93,2024-04-29
SKU02011,74,285.77,2025-09-10
SKU02012,40,380.59,2024-09-06
SKU02013,32,75.78,2024-12-01
SKU02014,97,286.34,2024-10-10
SKU02015,2,127.57,2024-07-16
SKU02016,97,114.8,2025-02-19
SKU02017,33,6.75,2025-01-29
SKU02018,77,66.04,2024-05-30
SKU02019,30,155.32,2024-09-21
SKU02020,33,59.32,2024-08-07
SKU02021,77,492.94,2024-08-03
SKU02022,26,155.01,2024-11-10
SKU02023,22,66.03,2025-10-29
SKU02024,66,100.34,2024-08-03
SKU02025,38,294.26,2024-11-30
SKU02026,90,32.96,2024-12-24
SKU02027,46,431.35,2025-09-17
SKU02028,15,480.79,2024-06-09
SKU02029,98,124.13,2025-09-01
SKU02030,44,225.6,2025-05-25
SKU02031,49,12.05,2024-06-05
SKU02032,75,320.71,2024-06-10
SKU02033,61,207.55,2024-02-11
SKU02034,67,135.76,2024-06-28
SKU02035,6,104.21,2024-10-29
SKU02036,9,327.36,2024-11-25
SKU02037,6,208.69,2025-07-16
SKU02038,73,90.65,2025-03-04
SKU02039,95,344.87,2024-12-15
SKU02040,32,282.97,2024-04-29
SKU02041,41,429.48,2024-03-15
SKU02042,76,59.62,2025-11-04
SKU02043,8,393.05,2025-10-22
SKU02044,72,337.08,2024-05-02
SKU02045,50,58.39,2025-10-14
SKU02046,92,347.72,2024-06-30
SKU02047,62,221.33,2024-09-13
SKU02048,84,472.55,2025-08-20
SKU02049,62,71.66,2025-08-05
SKU02050,7,321.77,2024-09-25
SKU02051,75,191.61,2025-05-07
SKU02052,84,478.45,2024-06-28
SKU02053,80,165.66,2024-05-28
SKU02054,4,481.13,2025-06-01
SKU02055,6,450.84,2024-05-27
SKU02056,58,135.92,2025-11-10
SKU02057,22,401.97,2024-01-09
SKU02058,26,497.81,2024-06-26
SKU02059,3,127.08,2025-01-29
SKU02060,41,218.95,2025-09-19
SKU02061,60,260.57,2025-08-30
SKU02062,14,148.17,2024-11-26
SKU02063,75,8.62,2024-02-25
SKU02064,82,110.84,2024-07-25
SKU02065,12,141.69,2024-04-14
SKU02066,87,222.36,2025-06-30
SKU02067,12,86.38,2024-12-20
SKU02068,13,436.75,2025-10-20
SKU02069,25,352.75,2025-05-03
SKU02070,45,43.52,2025-08-15
SKU02071,19,325.4,2025-05-17
SKU02072,55,327.17,2024-02-19
SKU02073,100,478.15,2024-03-27
SKU02074,45,2.51,2024-10-29
SKU02075,8,124.72,2024-01-01
SKU02076,93,463.97,2025-01-15
SKU02077,53,466.13,2025-10-11
SKU02078,55,360.57,2025-10-09
SKU02079,32,383.12,2024-12-27
SKU02080,51,46.65,2025-01-15
SKU02081,44,257.42,2025-10-27
SKU02082,82,116.56,2024-06-10
SKU02083,70,91.43,2024-01-19
SKU02084,18,405.34,2024-08-30
SKU02085,83,68.38,2024-05-08
SKU02086,22,234.86,2024-06-24
SKU02087,37,469.35,2025-02-12
SKU02088,96,93.73,2024-03-24
SKU02089,56,489.02,2025-01-10
SKU02090,59,497.15,2024-08-09
SKU02091,3,278.25,2024-11-20
SKU02092,28,85.9,2025-03-26
SKU02093,74,158.74,2025-02-19
SKU02094,35,212.82,2025-10-18
SKU02095,61,155.35,2025-03-20
SKU02096,93,141.04,2025-09-09
SKU02097,54,486.14,2024-11-20
SKU02098,63,77.53,2025-06-06
SKU02099,79,366.93,2024-06-14
SKU02100,97,1.2,2025-10-20
SKU02101,7,298.5,2024-08-25
SKU02102,76,458.06,2024-01-13
SKU02103,49,144.68,2024-09-13
SKU02104,94,93.58,2025-05-28
SKU02105,85,326.19,2024-07-28
SKU02106,31,356.59,2025-04-28
SKU02107,58,344.33,2024-12-30
SKU02108,61,160.34,2024-08-12
SKU02109,24,126.85,2024-07-12
SKU02110,20,478.0,2024-07-14
SKU02111,37,461.73,2025-02-03
SKU02112,4,229.2,2024-02-26
SKU02113,92,423.25,2025-09-16
SKU02114,20,226.71,2024-07-31
SKU02115,60,212.77,2024-10-05
SKU02116,24,79.22,2025-01-14
SKU02117,50,213.78,2024-04-26
SKU02118,49,269.17,2025-03-26
SKU02119,51,12.23,2025-08-21
SKU02120,96,222.61,2025-02-13
SKU02121,36,390.9,2025-01-01
SKU02122,98,340.34,2024-04-22
SKU02123,100,317.94,2024-06-12
SKU02124,66,454.87,2024-01-04
SKU02125,79,10.0,2025-09-21
SKU02126,34,278.97,2024-01-23
SKU02127,36,393.89,2025-08-24
SKU02128,6,271.13,2024-04-01
SKU02129,39,162.62,2025-04-13
SKU02130,42,68.99,2024-06-03
SKU02131,58,443.89,2025-09-18
SKU02132,12,235.91,2024-07-25
SKU02133,3,439.18,2024-03-21
SKU02134,18,293.34,2025-09-06
SKU02135,40,337.42,2025-04-27
SKU02136,21,402.33,2025-08-14
SKU02137,15,329.92,2025-02-10
SKU02138,97,199.63,2024-04-12
SKU02139,99,257.3,2024-08-27
SKU02140,26,401.72,2024-09-21
SKU02141,8,187.45,2024-02-02
SKU02142,100,194.67,2024-02-04
SKU02143,94,48.75,2024-09-05
SKU02144,87,457.38,2024-02-19
SKU02145,42,46.43,2024-10-06
SKU02146,44,324.46,2024-05-31
SKU02147,14,207.18,2025-10-20
SKU02148,78,203.4,2025-07-04
SKU02149,2,340.1,2025-06-20
SKU02150,37,34.48,2024-08-17
SKU02151,69,297.26,2025-10-26
SKU02152,38,386.24,2024-10-14
SKU02153,41,414.28,2025-01-29
SKU02154,62,86.09,2025-03-28
SKU02155,60,448.81,2025-09-11
SKU02156,14,328.42,2024-02-02
SKU02157,89,441.05,2024-12-28
SKU02158,84,243.16,2024-04-20
SKU02159,2,271.47,2024-04-30
SKU02160,70,459.6,2024-01-16
SKU02161,17,450.05,2025-06-06
SKU02162,89,224.63,2024-04-07
SKU02163,28,137.93,2024-04-25
SKU02164,66,197.19,2025-04-15
SKU02165,35,194.49,2025-03-14
SKU02166,5,144.15,2024-10-07
SKU02167,65,135.02,2024-12-14
SKU02168,40,430.67,2024-08-19
SKU02169,76,35.86,2024-04-20
SKU02170,56,339.13,2024-12-17
SKU02171,36,87.24,2024-01-12
SKU02172,45,172.91,2025-05-02
SKU02173,23,31.71,2025-06-16
SKU02174,47,135.72,2025-09-30
SKU02175,31,384.44,2024-10-11
SKU02176,11,442.62,2025-09-24
SKU02177,10,111.54,2025-09-27
SKU02178,67,232.31,2025-06-28
SKU02179,14,235.69,2025-01-26
SKU02180,80,436.91,2024-06-18
SKU02181,74,381.64,2024-03-17
SKU02182,93,257.03,2024-10-23
SKU02183,10,335.7,2024-11-25
SKU02184,76,423.83,2024-03-03
SKU02185,94,5.76,2024-09-26
SKU02186,1,202.04,2024-08-03
SKU02187,5,453.71,2024-07-08
SKU02188,20,370.42,2024-03-15
SKU02189,8,271.88,2025-11-16
SKU02190,43,265.29,2025-05-24
SKU02191,76,174.54,2025-08-01
SKU02192,1,260.74,2024-04-02
SKU02193,57,328.04,2024-02-22
SKU02194,64,209.76,2025-05-10
SKU02195,84,357.36,2024-04-03
SKU02196,28,430.75,2025-09-16
SKU02197,37,78.19,2024-08-16
SKU02198,47,226.32,2024-09-06
SKU02199,76,204.6,2025-01-25
SKU02200,37,344.04,2024-06-30
SKU02201,49,125.68,2024-09-23
SKU02202,44,320.49,2024-10-07
SKU02203,56,438.87,2025-10-28
SKU02204,28,209.65,2024-03-23
SKU02205,79,455.6,2024-07-04
SKU02206,6,496.59,2025-10-12
SKU02207,61,53.94,2025-07-20
SKU02208,20,117.29,2025-06-14
SKU02209,78,475.24,2024-12-13
SKU02210,2,479.21,2025-02-26
SKU02211,73,49.76,2025-03-29
SKU02212,37,8.48,2024-09-23
SKU02213,20,81.39,2025-05-21
SKU02214,26,498.01,2024-05-21
SKU02215,29,90.82,2024-11-11
SKU02216,1,251.77,2025-11-06
SKU02217,35,424.36,2024-08-19
SKU02218,70,11.18,2024-10-23
SKU02219,59,302.64,2025-07-25
SKU02220,69,139.24,2024-01-22
SKU02221,33,431.31,2025-01-18
SKU02222,51,142.45,2024-05-05
SKU02223,78,343.69,2024-04-12
SKU02224,12,337.44,2024-04-19
SKU02225,20,111.53,2025-07-23
SKU02226,53,18.36,2025-04-16
SKU02227,88,205.22,2024-03-05
SKU02228,43,145.31,2025-04-16
SKU02229,98,404.68,2025-07-23
SKU02230,89,400.38,2025-10-31
SKU02231,50,229.05,2024-03-16
SKU02232,29,303.65,2024-01-19
SKU02233,57,302.53,2025-01-18
SKU02234,39,413.75,2024-07-08
SKU02235,95,213.08,2024-12-25
SKU02236,56,138.45,2025-03-27
SKU02237,43,133.25,2024-03-19
SKU02238,50,268.56,2025-08-18
SKU02239,23,225.12,2024-06-20
SKU02240,44,220.62,2024-07-30
SKU02241,38,46.48,2025-03-20
SKU02242,84,359.58,2024-05-28
SKU02243,23,107.65,2024-01-10
SKU02244,45,99.28,2025-06-25
SKU02245,52,206.97,2024-02-24
SKU02246,80,114.66,2025-09-30
SKU02247,50,292.35,2024-06-28
SKU02248,8,186.36,2025-01-15
SKU02249,85,225.01,2025-02-25
SKU02250,1,269.05,2025-03-26
SKU02251,8,102.56,2024-04-02
SKU02252,29,78.72,2025-06-03
SKU02253,96,440.33,2025-02-16
SKU02254,5,217.43,2025-01-28
SKU02255,86,206.63,2024-11-26
SKU02256,47,18.77,2025-03-08
SKU02257,34,249.49,2024-06-11
SKU02258,65,277.53,2024-02-09
SKU02259,55,279.86,2024-03-25
SKU02260,90,353.81,2025-08-12
SKU02261,43,89.56,2024-03-31
SKU02262,74,126.86,2025-04-28
SKU02263,30,405.55,2025-01-19
SKU02264,82,473.64,2024-07-11
SKU02265,17,68.83,2024-09-09
SKU02266,26,249.33,2025-10-16
SKU02267,8,107.87,2024-08-31
SKU02268,47,30.98,2024-09-26
SKU02269,76,163.43,2024-01-19
SKU02270,91,72.7,2024-02-09
SKU02271,72,355.26,2025-09-01
SKU02272,89,267.33,2025-05-30
SKU02273,46,72.77,2024-02-02
SKU02274,68,5.61,2025-11-07
SKU02275,33,404.27,2025-03-25
SKU02276,1,88.92,2025-06-22
SKU02277,19,303.5,2025-11-15
SKU02278,31,169.12,2025-09-16
SKU02279,80,293.16,2025-08-29
SKU02280,14,158.51,2024-11-14
SKU02281,53,44.38,2025-10-07
SKU02282,48,112.25,2024-05-03
SKU02283,69,94.84,2025-01-06
SKU02284,90,214.58,2024-12-16
SKU02285,62,329.48,2024-11-18
SKU02286,92,132.64,2025-05-02
SKU02287,66,7.02,2025-03-26
SKU02288,64,259.95,2024-12-18
SKU02289,70,303.27,2024-04-25
SKU02290,63,481.47,2024-01-13
SKU02291,73,295.15,2024-11-15
SKU02292,33,236.12,2024-06-13
SKU02293,41,287.13,2024-03-25
SKU02294,89,464.02,2024-09-04
SKU02295,48,414.36,2025-03-07
SKU02296,13,162.17,2025-07-21
SKU02297,73,119.39,2025-11-14
SKU02298,77,132.05,2025-10-14
SKU02299,31,252.71,2025-10-05
SKU02300,75,372.28,2025-04-23
SKU02301,68,252.11,2025-01-02
SKU02302,98,34.83,2024-12-22
SKU02303,4,362.07,2025-02-11
SKU02304,19,403.18,2024-12-10
SKU02305,70,145.46,2024-06-27
SKU02306,98,332.4,2025-02-28
SKU02307,82,213.87,2025-06-24
SKU02308,13,444.67,2025-03-18
SKU02309,23,422.77,2024-11-01
SKU02310,83,263.19,2025-01-01
SKU02311,75,346.06,2024-02-05
SKU02312,1,441.79,2025-04-07
SKU02313,88,248.36,2025-09-12
SKU02314,54,157.31,2024-05-25
SKU02315,71,377.08,2024-05-25
SKU02316,89,110.81,2025-01-14
SKU02317,85,194.88,2024-06-16
SKU02318,15,433.0,2024-10-01
SKU02319,65,362.49,2024-03-27
SKU02320,76,202.5,2024-06-02
SKU02321,71,108.16,2025-05-11
SKU02322,15,178.63,2024-11-10
SKU02323,21,142.77,2025-09-01
SKU02324,19,88.87,2025-07-13
SKU02325,60,371.92,2024-09-30
SKU02326,93,126.78,2024-09-18
SKU02327,89,227.63,2025-05-01
SKU02328,33,193.54,2025-03-29
SKU02329,49,491.06,2025-03-18
SKU02330,96,196.16,2024-09-18
SKU02331,35,40.91,2025-06-26
SKU02332,44,45.82,2024-04-14
SKU02333,90,295.79,2024-12-15
SKU02334,11,300.08,2025-03-13
SKU02335,99,209.96,2024-06-17
SKU02336,72,216.49,2024-12-08
SKU02337,78,27.91,2024-08-17
SKU02338,74,258.76,2024-01-23
SKU02339,66,252.86,2025-11-06
SKU02340,46,75.63,2024-10-07
SKU02341,9,52.82,2025-06-02
SKU02342,3,62.66,2024-09-09
SKU02343,85,51.41,2025-02-07
SKU02344,26,305.24,2024-05-12
SKU02345,72,99.04,2024-09-30
SKU02346,48,126.46,2025-09-09
SKU02347,66,87.61,2024-08-19
SKU02348,70,478.96,2025-06-28
SKU02349,28,427.45,2024-03-19
SKU02350,93,116.02,2024-02-04
SKU02351,26,164.46,2025-05-09
SKU02352,25,105.74,2024-04-19
SKU02353,12,246.45,2024-11-16
SKU02354,5,10.79,2025-07-28
SKU02355,98,336.01,2024-11-23
SKU02356,48,262.06,2025-01-18
SKU02357,37,449.42,2024-12-29
SKU02358,79,83.03,2024-08-19
SKU02359,44,402.25,2025-09-07
SKU02360,100,396.19,2025-02-17
SKU02361,15,64.46,2024-10-20
SKU02362,43,199.88,2025-06-30
SKU02363,48,85.91,2024-06-22
SKU02364,87,128.11,2025-01-26
SKU02365,70,132.36,2024-04-11
SKU02366,46,278.56,2024-10-19
SKU02367,43,206.29,2024-03-25
SKU02368,21,473.92,2024-07-19
SKU02369,23,64.06,2025-11-15
SKU02370,80,486.87,2025-06-24
SKU02371,47,116.09,2024-10-23
SKU02372,15,386.66,2024-02-25
SKU02373,25,170.15,2025-04-16
SKU02374,36,72.4,2024-01-16
SKU02375,75,429.09,2025-10-13
SKU02376,51,155.12,2024-03-06
SKU02377,15,329.77,2025-10-20
SKU02378,68,283.66,2025-10-31
SKU02379,21,236.41,2025-04-16
SKU02380,13,248.41,2025-08-03
SKU02381,86,366.39,2024-01-23
SKU02382,19,44.8,2025-04-30
SKU02383,34,334.42,2025-02-18
SKU02384,78,448.01,2025-10-18
SKU02385,68,29.84,2024-10-31
SKU02386,52,71.19,2024-06-25
SKU02387,27,358.6,2024-07-13
SKU02388,29,219.2,2024-01-13
SKU02389,28,202.37,2024-06-14
SKU02390,35,69.35,2024-05-29
SKU02391,8,253.88,2024-12-06
SKU02392,16,64.15,2025-07-10
SKU02393,36,238.83,2024-06-22
SKU02394,30,382.04,2024-06-15
SKU02395,18,129.87,2025-08-16
SKU02396,2,240.91,2025-08-02
SKU02397,49,496.02,2024-04-06
SKU02398,77,343.64,2025-11-09
SKU02399,4,420.84,2025-02-07
SKU02400,90,208.01,2024-03-17
SKU02401,89,384.16,2024-08-24
SKU02402,94,21.21,2024-10-17
SKU02403,75,62.33,2024-05-15
SKU02404,7,102.33,2025-01-01
SKU02405,95,201.57,2025-07-01
SKU02406,74,423.03,2024-09-04
SKU02407,39,173.79,2024-08-01
SKU02408,13,327.66,2024-03-10
SKU02409,31,354.95,2024-11-24
SKU02410,71,293.5,2024-01-16
SKU02411,63,179.26,2025-05-01
SKU02412,56,288.95,2024-06-22
SKU02413,42,171.79,2024-09-30
SKU02414,61,42.85,2025-06-07
SKU02415,42,496.41,2024-08-06
SKU02416,56,64.46,2025-05-27
SKU02417,36,37.1,2025-02-02
SKU02418,84,439.39,2024-04-20
SKU02419,68,151.62,2025-04-08
SKU02420,7,325.5,2025-10-02
SKU02421,54,165.17,2024-04-02
SKU02422,1,196.34,2025-03-26
SKU02423,44,131.79,2025-01-30
SKU02424,45,172.18,2025-07-04
SKU02425,47,205.94,2025-04-23
SKU02426,13,360.49,2024-11-11
SKU02427,22,256.26,2025-11-01
SKU02428,21,471.84,2024-12-18
SKU02429,86,21.9,2024-08-26
SKU02430,92,252.03,2024-04-13
SKU02431,9,292.53,2024-01-29
SKU02432,26,460.18,2024-03-29
SKU02433,9,25.53,2025-01-09
SKU02434,15,287.18,2025-01-31
SKU02435,10,426.96,2025-07-16
SKU02436,88,121.72,2024-12-29
SKU02437,42,438.27,2024-05-26
SKU02438,72,10.5,2024-11-09
SKU02439,24,366.49,2025-07-01
SKU02440,80,466.62,2025-03-27
SKU02441,49,328.94,2025-05-20
SKU02442,26,220.08,2025-04-30
SKU02443,91,23.4,2024-04-10
SKU02444,37,460.14,2024-04-16
SKU02445,68,235.68,2024-10-17
SKU02446,50,15.47,2024-12-14
SKU02447,24,345.22,2025-09-08
SKU02448,19,241.44,2025-08-10
SKU02449,100,63.05,2024-08-14
SKU02450,60,107.92,2025-08-18
SKU02451,39,33.18,2025-08-10
SKU02452,74,287.57,2024-02-19
SKU02453,89,311.39,2024-06-06
SKU02454,18,253.37,2024-11-23
SKU02455,19,408.73,2024-03-17
SKU02456,36,430.64,2025-09-24
SKU02457,74,308.2,2025-03-29
SKU02458,97,7.37,2024-11-05
SKU02459,55,347.92,2024-11-22
SKU02460,69,209.58,2025-05-22
SKU02461,47,283.21,2024-04-16
SKU02462,49,324.89,2024-08-28
SKU02463,99,175.77,2025-03-10
SKU02464,98,458.63,2024-01-28
SKU02465,33,67.85,2024-09-05
SKU02466,21,336.08,2024-12-29
SKU02467,81,3.18,2025-06-16
SKU02468,22,462.4,2025-04-16
SKU02469,48,57.14,2025-10-28
SKU02470,37,48.35,2025-06-22
SKU02471,15,167.17,2025-08-11
SKU02472,35,187.41,2025-02-16
SKU02473,92,107.94,2025-07-22
SKU02474,71,292.98,2025-09-22
SKU02475,32,222.01,2024-06-13
SKU02476,11,18.05,2025-07-29
SKU02477,10,160.51,2024-02-17
SKU02478,73,405.41,2025-10-23
SKU02479,78,345.16,2025-04-28
SKU02480,77,362.71,2024-06-06
SKU02481,57,349.36,2025-10-29
SKU02482,25,156.18,2024-05-30
SKU02483,2,50.73,2024-08-12
SKU02484,64,136.96,2024-09-16
SKU02485,35,416.06,2025-01-21
SKU02486,7,490.25,2024-09-12
SKU02487,85,247.43,2024-03-01
SKU02488,18,5.84,2025-01-30
SKU02489,67,70.88,2025-01-31
SKU02490,42,161.72,2024-06-10
SKU02491,39,289.71,2025-01-14
SKU02492,41,38.47,2025-03-18
SKU02493,75,471.74,2024-12-14
SKU02494,24,183.18,2024-01-31
SKU02495,60,456.38,2024-03-11
SKU02496,46,390.48,2025-01-31
SKU02497,19,377.96,2025-03-13
SKU02498,68,303.75,2024-01-02
SKU02499,90,313.77,2025-07-15
